epoch	batch	is_validation	acc_FullyConnected	loss_FullyConnected
1		True	0.11183333333333334	2.3059443124135335
1	100.0	False		2.2792180156707764
1	200.0	False		2.007790584564209
1	300.0	False		1.740971714258194
1	400.0	False		1.6649658286571503
1	500.0	False		1.4968604093790054
1	600.0	False		1.4452314430475235
1	700.0	False		1.251665621995926
1	800.0	False		1.2171848320960998
1	900.0	False		1.138532982468605
1	1000.0	False		1.1273313343524933
1	1100.0	False		1.0185217028856277
1	1200.0	False		0.9572593036293984
1	1300.0	False		0.8872952938079834
1	1400.0	False		0.8165097618103028
1	1500.0	False		0.7918276527523994
1	1600.0	False		0.798982002735138
1	1700.0	False		0.7834510606527328
1	1800.0	False		0.7158860319852829
1	1900.0	False		0.6976905265450477
1	2000.0	False		0.6085383321344853
1	2100.0	False		0.6794388455152511
1	2200.0	False		0.6664751860499382
1	2300.0	False		0.6196572771668434
1	2400.0	False		0.6057160440087318
1	2500.0	False		0.5965565744042397
1	2600.0	False		0.5544766870141029
1	2700.0	False		0.4544328509271145
1	2800.0	False		0.5181754802167415
1	2900.0	False		0.502672109901905
1	3000.0	False		0.47618570655584336
1	3100.0	False		0.453253892660141
1	3200.0	False		0.417749700397253
1	3300.0	False		0.4716232770681381
1		False	0.705462962962963	
2		True	0.8946666666666667	0.42234602677822114
2	100.0	False		0.3799842444062233
2	200.0	False		0.3871987882256508
2	300.0	False		0.40904906556010245
2	400.0	False		0.36208726942539216
2	500.0	False		0.3937713025510311
2	600.0	False		0.3441278052330017
2	700.0	False		0.3349555000662804
2	800.0	False		0.2835062865912914
2	900.0	False		0.35404217898845675
2	1000.0	False		0.35727159649133683
2	1100.0	False		0.3494085656106472
2	1200.0	False		0.32813185259699823
2	1300.0	False		0.3131217975914478
2	1400.0	False		0.335746149122715
2	1500.0	False		0.27255170956254005
2	1600.0	False		0.32065136954188345
2	1700.0	False		0.2687130852043629
2	1800.0	False		0.28496589690446855
2	1900.0	False		0.2771910148859024
2	2000.0	False		0.2617002785205841
2	2100.0	False		0.24165742069482804
2	2200.0	False		0.26585707545280457
2	2300.0	False		0.2644141699373722
2	2400.0	False		0.26087519943714144
2	2500.0	False		0.2602830195426941
2	2600.0	False		0.234164008051157
2	2700.0	False		0.28214290022850036
2	2800.0	False		0.27584334373474123
2	2900.0	False		0.28448456108570097
2	3000.0	False		0.2902281312644482
2	3100.0	False		0.27327651366591454
2	3200.0	False		0.261188123524189
2	3300.0	False		0.23736780062317847
2		False	0.9223518518518519	
3		True	0.9453333333333334	0.2328900885184606
3	100.0	False		0.1769237005710602
3	200.0	False		0.22782740548253058
3	300.0	False		0.1913087123632431
3	400.0	False		0.21353267803788184
3	500.0	False		0.19690071120858194
3	600.0	False		0.21239530086517333
3	700.0	False		0.19763272404670715
3	800.0	False		0.1922100754082203
3	900.0	False		0.13995178446173667
3	1000.0	False		0.1796497231721878
3	1100.0	False		0.16763250544667244
3	1200.0	False		0.19841200798749925
3	1300.0	False		0.16950603559613228
3	1400.0	False		0.18915416657924652
3	1500.0	False		0.19720595940947533
3	1600.0	False		0.20060071721673012
3	1700.0	False		0.20697037518024444
3	1800.0	False		0.19668016448616982
3	1900.0	False		0.17349940046668053
3	2000.0	False		0.1836520875990391
3	2100.0	False		0.1785144966840744
3	2200.0	False		0.17767621740698814
3	2300.0	False		0.16672080442309378
3	2400.0	False		0.16012907072901725
3	2500.0	False		0.1774539652466774
3	2600.0	False		0.17400288820266724
3	2700.0	False		0.1936364181339741
3	2800.0	False		0.19466379672288894
3	2900.0	False		0.20178123116493224
3	3000.0	False		0.1767352919280529
3	3100.0	False		0.16498660191893577
3	3200.0	False		0.1835205203294754
3	3300.0	False		0.175222789645195
3		False	0.9512777777777778	
4		True	0.9545	0.18339789481957752
4	100.0	False		0.1235154478251934
4	200.0	False		0.14028870105743407
4	300.0	False		0.14508359014987945
4	400.0	False		0.11359359681606293
4	500.0	False		0.1767058826982975
4	600.0	False		0.13201454639434815
4	700.0	False		0.1349867843091488
4	800.0	False		0.12837637171149255
4	900.0	False		0.16738926753401756
4	1000.0	False		0.13726140841841697
4	1100.0	False		0.097827467918396
4	1200.0	False		0.14041124433279037
4	1300.0	False		0.12833376884460448
4	1400.0	False		0.15371401175856592
4	1500.0	False		0.13771436005830764
4	1600.0	False		0.13453149423003197
4	1700.0	False		0.11815137147903443
4	1800.0	False		0.12920710533857346
4	1900.0	False		0.11027518257498742
4	2000.0	False		0.11592716544866562
4	2100.0	False		0.149843937009573
4	2200.0	False		0.16767001315951346
4	2300.0	False		0.1212421241402626
4	2400.0	False		0.13428557991981507
4	2500.0	False		0.10642018675804138
4	2600.0	False		0.13023368433117866
4	2700.0	False		0.12857372537255288
4	2800.0	False		0.11407052353024483
4	2900.0	False		0.12940248608589172
4	3000.0	False		0.15253930017352105
4	3100.0	False		0.11611127227544785
4	3200.0	False		0.12288856148719787
4	3300.0	False		0.11527986809611321
4		False	0.9642037037037037	
5		True	0.9603333333333334	0.16062492605050405
5	100.0	False		0.08956491477787494
5	200.0	False		0.10724029511213302
5	300.0	False		0.12010572552680969
5	400.0	False		0.0838021333515644
5	500.0	False		0.13658992528915406
5	600.0	False		0.12422520831227303
5	700.0	False		0.10214300259947777
5	800.0	False		0.09551195412874222
5	900.0	False		0.09090463981032372
5	1000.0	False		0.0956228557229042
5	1100.0	False		0.1022451950609684
5	1200.0	False		0.11275320917367936
5	1300.0	False		0.09756101846694946
5	1400.0	False		0.11289230823516845
5	1500.0	False		0.06863030031323433
5	1600.0	False		0.09789332315325737
5	1700.0	False		0.09759835243225097
5	1800.0	False		0.0854706996679306
5	1900.0	False		0.08270251631736755
5	2000.0	False		0.08385139599442482
5	2100.0	False		0.1179131831228733
5	2200.0	False		0.08258996903896332
5	2300.0	False		0.09505197644233704
5	2400.0	False		0.0932323968410492
5	2500.0	False		0.1002220618724823
5	2600.0	False		0.08104917362332344
5	2700.0	False		0.09509095907211304
5	2800.0	False		0.09492387354373932
5	2900.0	False		0.09599380925297737
5	3000.0	False		0.08998998314142227
5	3100.0	False		0.10081656575202942
5	3200.0	False		0.09889264136552811
5	3300.0	False		0.08076090320944786
5		False	0.9745925925925926	
6		True	0.9585	0.16991205084323882
6	100.0	False		0.07325461313128472
6	200.0	False		0.08804961249232292
6	300.0	False		0.05079028278589249
6	400.0	False		0.0726680363714695
6	500.0	False		0.06470750838518143
6	600.0	False		0.06951052948832512
6	700.0	False		0.05871294468641281
6	800.0	False		0.09176242172718048
6	900.0	False		0.04798553422093391
6	1000.0	False		0.05367208763957024
6	1100.0	False		0.11742909282445907
6	1200.0	False		0.07254720956087113
6	1300.0	False		0.06315188899636269
6	1400.0	False		0.08510705977678298
6	1500.0	False		0.044894193559885026
6	1600.0	False		0.07798554822802543
6	1700.0	False		0.08840242981910705
6	1800.0	False		0.07824306979775429
6	1900.0	False		0.0702485865354538
6	2000.0	False		0.057407169193029406
6	2100.0	False		0.07316541731357575
6	2200.0	False		0.07535767041146756
6	2300.0	False		0.06464546777307988
6	2400.0	False		0.06783795222640038
6	2500.0	False		0.062212952971458436
6	2600.0	False		0.08138783007860184
6	2700.0	False		0.05776327908039093
6	2800.0	False		0.0514347767829895
6	2900.0	False		0.08997126340866089
6	3000.0	False		0.07880269572138786
