epoch	batch	is_validation	acc_FullyConnected	loss_FullyConnected
6	3100.0	False		0.07670958295464515
6	3200.0	False		0.06366841964423657
6	3300.0	False		0.0672615422308445
6		False	0.9805555555555555	
7		True	0.9683333333333334	0.14009702241420746
7	100.0	False		0.05386082261800766
7	200.0	False		0.039778448939323426
7	300.0	False		0.040018117427825926
7	400.0	False		0.033255706131458285
7	500.0	False		0.07470543414354325
7	600.0	False		0.04706980392336845
7	700.0	False		0.04647688433527947
7	800.0	False		0.04218595117330551
7	900.0	False		0.06552811205387116
7	1000.0	False		0.05285449430346489
7	1100.0	False		0.05836714163422584
7	1200.0	False		0.03439333438873291
7	1300.0	False		0.04716160997748375
7	1400.0	False		0.048351263850927355
7	1500.0	False		0.04557908967137337
7	1600.0	False		0.053518529683351516
7	1700.0	False		0.05326597675681114
7	1800.0	False		0.06120071575045585
7	1900.0	False		0.0716523389518261
7	2000.0	False		0.049681908637285235
7	2100.0	False		0.04989049538969994
7	2200.0	False		0.05707926899194717
7	2300.0	False		0.05284681648015976
7	2400.0	False		0.04643259257078171
7	2500.0	False		0.07138776421546936
7	2600.0	False		0.05624208465218544
7	2700.0	False		0.03935884967446327
7	2800.0	False		0.053058078587055205
7	2900.0	False		0.05350036919116974
7	3000.0	False		0.07868692219257355
7	3100.0	False		0.056005390137434004
7	3200.0	False		0.04393197998404503
7	3300.0	False		0.05313353419303894
7		False	0.9849444444444444	
8		True	0.9675	0.14639054600397747
8	100.0	False		0.02931556314229965
8	200.0	False		0.02833134204149246
8	300.0	False		0.027560104727745057
8	400.0	False		0.05305454716086388
8	500.0	False		0.03778165496885776
8	600.0	False		0.03142508402466774
8	700.0	False		0.04742758676409722
8	800.0	False		0.04594977170228958
8	900.0	False		0.038750805854797364
8	1000.0	False		0.05330795586109161
8	1100.0	False		0.030864049941301347
8	1200.0	False		0.024993174374103547
8	1300.0	False		0.04888466343283653
8	1400.0	False		0.029271178096532822
8	1500.0	False		0.02901230990886688
8	1600.0	False		0.020176966190338135
8	1700.0	False		0.03413407579064369
8	1800.0	False		0.02381650634109974
8	1900.0	False		0.0508523915708065
8	2000.0	False		0.04299782708287239
8	2100.0	False		0.039434452950954435
8	2200.0	False		0.03976334914565086
8	2300.0	False		0.020954109132289886
8	2400.0	False		0.03810995057225228
8	2500.0	False		0.05127146378159523
8	2600.0	False		0.03701885119080543
8	2700.0	False		0.04257109150290489
8	2800.0	False		0.04869184970855713
8	2900.0	False		0.05501196295022964
8	3000.0	False		0.06136800393462181
8	3100.0	False		0.03999791756272316
8	3200.0	False		0.04895558089017868
8	3300.0	False		0.0597050504386425
8		False	0.9891296296296296	
9		True	0.9701666666666666	0.13664890654881795
9	100.0	False		0.01616416722536087
9	200.0	False		0.03338229015469551
9	300.0	False		0.0324242576956749
9	400.0	False		0.03904817759990692
9	500.0	False		0.024773985147476196
9	600.0	False		0.017446362376213075
9	700.0	False		0.01818108156323433
9	800.0	False		0.02493249103426933
9	900.0	False		0.023776682466268538
9	1000.0	False		0.03090882137417793
9	1100.0	False		0.03165169358253479
9	1200.0	False		0.029517311304807663
9	1300.0	False		0.027299584448337556
9	1400.0	False		0.036206795126199724
9	1500.0	False		0.03390154168009758
9	1600.0	False		0.02586184948682785
9	1700.0	False		0.02843366578221321
9	1800.0	False		0.026650207936763762
9	1900.0	False		0.031319173574447634
9	2000.0	False		0.0299288509786129
9	2100.0	False		0.03217863768339157
9	2200.0	False		0.04764377407729626
9	2300.0	False		0.03915402159094811
9	2400.0	False		0.03260609745979309
9	2500.0	False		0.043874281346797946
9	2600.0	False		0.029183432459831238
9	2700.0	False		0.03176394999027252
9	2800.0	False		0.023225506693124773
9	2900.0	False		0.0339635144174099
9	3000.0	False		0.038594693094491955
9	3100.0	False		0.028045534640550613
9	3200.0	False		0.03682687968015671
9	3300.0	False		0.029495518654584885
9		False	0.9905185185185185	
10		True	0.9681666666666666	0.16135462077458698
10	100.0	False		0.03215227641165257
10	200.0	False		0.024582671225070952
10	300.0	False		0.02425171285867691
10	400.0	False		0.01629364475607872
10	500.0	False		0.013154299557209015
10	600.0	False		0.014510284960269928
10	700.0	False		0.028461065739393235
10	800.0	False		0.030641691088676454
10	900.0	False		0.029887785017490388
10	1000.0	False		0.02414082571864128
10	1100.0	False		0.05312848165631294
10	1200.0	False		0.022703592032194138
10	1300.0	False		0.011152393221855163
10	1400.0	False		0.026568463295698164
10	1500.0	False		0.018985431641340256
10	1600.0	False		0.016234000325202943
10	1700.0	False		0.021392881721258163
10	1800.0	False		0.02689931184053421
10	1900.0	False		0.03019081547856331
10	2000.0	False		0.0242736953496933
10	2100.0	False		0.03285102784633637
10	2200.0	False		0.01944930523633957
10	2300.0	False		0.03172821640968323
10	2400.0	False		0.023261293172836303
10	2500.0	False		0.019221769571304323
10	2600.0	False		0.026496766209602354
10	2700.0	False		0.030262191146612168
10	2800.0	False		0.040428960621356966
10	2900.0	False		0.03657686561346054
10	3000.0	False		0.024913768023252486
10	3100.0	False		0.03528417102992534
10	3200.0	False		0.021128240823745727
10	3300.0	False		0.026011691763997077
10		False	0.9924444444444445	
